;V1;V2;V3;V4;V5
1;0.00098;0.265;0;0;0
2;0.00196;0.265;0;0;0
3;0.00294;0.265;0;0;0
4;0.00392;0.265;0;0;0
5;0.0049;0.265;0;0;0
6;0.00588;0.265;0;0;0
7;0.00686;0.265;0;0;0
8;0.00784;0.265;0;0;0
9;0.00882;0.265;0;0;0
10;0.0098;0.275;0;0;0
11;0.01078;0.275;0;0;0
12;0.01176;0.275;0;0;0
13;0.01274;0.275;0;0;0
14;0.01372;0.275;0;0;0
15;0.0147;0.275;0;0;0
16;0.01568;0.275;0;0;0
17;0.01666;0.275;0;0;0
18;0.01764;0.275;0;0;0
19;0.01862;0.275;0;0;0
20;0.0196;0.275;0;0;0
21;0.02058;0.275;0;0;0
22;0.02156;0.275;0;0;0
23;0.02254;0.275;0;0;0
24;0.02352;0.275;0;0;0
25;0.0245;0.275;0;0;0
26;0.02548;0.285;0;0;0
27;0.02646;0.285;0;0;0
28;0.02744;0.285;0;0;0
29;0.02842;0.285;0;0;0
30;0.0294;0.285;0;0;0
31;0.03038;0.285;0;0;0
32;0.03136;0.285;0;0;0
33;0.03234;0.285;0;0;0
34;0.03332;0.285;0;0;0
35;0.0343;0.285;0;0;0
36;0.03528;0.285;0;0;0
37;0.03626;0.285;0;0;0
38;0.03724;0.285;0;0;0
39;0.03822;0.285;0;0;0
40;0.0392;0.285;0;0;0
41;0.04018;0.295;0;0;0
42;0.04116;0.295;0;0;0
43;0.04214;0.295;0;0;0
44;0.04312;0.295;0;0;0
45;0.0441;0.295;0;0;0
46;0.04508;0.295;0;0;0
47;0.04606;0.295;0;0;0
48;0.04704;0.295;0;0;0
49;0.04802;0.295;0;0;0
50;0.049;0.295;0;0;0
51;0.04998;0.295;0;0;0
52;0.05096;0.295;0;0;0
53;0.05194;0.295;0;0;0
54;0.05292;0.295;0;0;0
55;0.0539;0.305;0;0;0
56;0.05488;0.305;0;0;0
57;0.05586;0.305;0;0;0
58;0.05684;0.305;0;0;0
59;0.05782;0.305;0;0;0
60;0.0588;0.305;0;0;0
61;0.05978;0.305;0;0;0
62;0.06076;0.305;0;0;0
63;0.06174;0.305;0;0;0
64;0.06272;0.305;0;0;0
65;0.0637;0.305;0;0;0
66;0.06468;0.305;0;0;0
67;0.06566;0.305;0;0;0
68;0.06664;0.315;0;0;0
69;0.06762;0.315;0;0;0
70;0.0686;0.315;0;0;0
71;0.06958;0.315;0;0;0
72;0.07056;0.315;0;0;0
73;0.07154;0.315;0;0;0
74;0.07252;0.315;0;0;0
75;0.0735;0.315;0;0;0
76;0.07448;0.315;0;0;0
77;0.07546;0.315;0;0;0
78;0.07644;0.315;0;0;0
79;0.07742;0.315;0;0;0
80;0.0784;0.325;0;0;0
81;0.07938;0.325;0;0;0
82;0.08036;0.325;0;0;0
83;0.08134;0.325;0;0;0
84;0.08232;0.325;0;0;0
85;0.0833;0.325;0;0;0
86;0.08428;0.325;0;0;0
87;0.08526;0.325;0;0;0
88;0.08624;0.325;0;0;0
89;0.08722;0.325;0;0;0
90;0.0882;0.325;0;0;0
91;0.08918;0.335;0;0;0
92;0.09016;0.335;0;0;0
93;0.09114;0.335;0;0;0
94;0.09212;0.335;0;0;0
95;0.0931;0.335;0;0;0
96;0.09408;0.335;0;0;0
97;0.09506;0.335;0;0;0
98;0.09604;0.335;0;0;0
99;0.09702;0.335;0;0;0
100;0.098;0.335;0;0;0
101;0.09898;0.335;0;0;0
102;0.09996;0.345;0;0;0
103;0.10094;0.345;0;0;0
104;0.10192;0.345;0;0;0
105;0.1029;0.345;0;0;0
106;0.10388;0.345;0;0;0
107;0.10486;0.345;0;0;0
108;0.10584;0.345;0;0;0
109;0.10682;0.345;0;0;0
110;0.1078;0.345;0;0;0
111;0.10878;0;0.345;3.815;3.845
112;0.10976;0;0.355;3.775;3.875
113;0.11074;0;0.355;3.765;3.885
114;0.11172;0;0.355;3.745;3.905
115;0.1127;0;0.355;3.735;3.915
116;0.11368;0;0.355;3.725;3.925
117;0.11466;0;0.355;3.715;3.935
118;0.11564;0;0.355;3.705;3.935
119;0.11662;0;0.355;3.695;3.945
120;0.1176;0;0.355;3.685;3.955
121;0.11858;0;0.355;3.675;3.965
122;0.11956;0;0.365;3.675;3.965
123;0.12054;0;0.365;3.665;3.975
124;0.12152;0;0.365;3.655;3.985
125;0.1225;0;0.365;3.645;3.985
126;0.12348;0;0.365;3.645;3.995
127;0.12446;0;0.365;3.635;3.995
128;0.12544;0;0.365;3.635;4.005
129;0.12642;0;0.365;3.625;4.005
130;0.1274;0;0.365;3.615;4.015
131;0.12838;0;0.375;3.615;4.015
132;0.12936;0;0.375;3.605;4.025
133;0.13034;0;0.375;3.605;4.025
134;0.13132;0;0.375;3.595;4.035
135;0.1323;0;0.375;3.585;4.035
136;0.13328;0;0.375;3.585;4.035
137;0.13426;0;0.375;3.575;4.045
138;0.13524;0;0.375;3.575;4.045
139;0.13622;0;0.385;3.565;4.055
140;0.1372;0;0.385;3.565;4.055
141;0.13818;0;0.385;3.555;4.065
142;0.13916;0;0.385;3.555;4.065
143;0.14014;0;0.385;3.545;4.065
144;0.14112;0;0.385;3.545;4.075
145;0.1421;0;0.385;3.535;4.075
146;0.14308;0;0.385;3.535;4.075
147;0.14406;0;0.395;3.525;4.085
148;0.14504;0;0.395;3.525;4.085
149;0.14602;0;0.395;3.515;4.095
150;0.147;0;0.395;3.515;4.095
151;0.14798;0;0.395;3.505;4.095
152;0.14896;0;0.395;3.505;4.105
153;0.14994;0;0.395;3.495;4.105
154;0.15092;0;0.395;3.495;4.105
155;0.1519;0;0.405;3.485;4.115
156;0.15288;0;0.405;3.485;4.115
157;0.15386;0;0.405;3.475;4.115
158;0.15484;0;0.405;3.475;4.125
159;0.15582;0;0.405;3.465;4.125
160;0.1568;0;0.405;3.465;4.125
161;0.15778;0;0.405;3.455;4.135
162;0.15876;0;0.415;3.455;4.135
163;0.15974;0;0.415;3.455;4.135
164;0.16072;0;0.415;3.445;4.145
165;0.1617;0;0.415;3.445;4.145
166;0.16268;0;0.415;3.435;4.145
167;0.16366;0;0.415;3.435;4.155
168;0.16464;0;0.415;3.425;4.155
169;0.16562;0;0.425;3.425;4.155
170;0.1666;0;0.425;3.415;4.155
171;0.16758;0;0.425;3.415;4.165
172;0.16856;0;0.425;3.405;4.165
173;0.16954;0;0.425;3.405;4.165
174;0.17052;0;0.425;3.405;4.175
175;0.1715;0;0.425;3.395;4.175
176;0.17248;0;0.435;3.395;4.175
177;0.17346;0;0.435;3.385;4.185
178;0.17444;0;0.435;3.385;4.185
179;0.17542;0;0.435;3.375;4.185
180;0.1764;0;0.435;3.375;4.185
181;0.17738;0;0.435;3.365;4.195
182;0.17836;0;0.445;3.365;4.195
183;0.17934;0;0.445;3.355;4.195
184;0.18032;0;0.445;3.355;4.205
185;0.1813;0;0.445;3.355;4.205
186;0.18228;0;0.445;3.345;4.205
187;0.18326;0;0.445;3.345;4.205
188;0.18424;0;0.455;3.335;4.215
189;0.18522;0;0.455;3.335;4.215
190;0.1862;0;0.455;3.325;4.215
191;0.18718;0;0.455;3.325;4.225
192;0.18816;0;0.455;3.315;4.225
193;0.18914;0;0.455;3.315;4.225
194;0.19012;0;0.465;3.305;4.225
195;0.1911;0;0.465;3.305;4.235
196;0.19208;0;0.465;3.305;4.235
197;0.19306;0;0.465;3.295;4.235
198;0.19404;0;0.465;3.295;4.245
199;0.19502;0;0.475;3.285;4.245
200;0.196;0;0.475;3.285;4.245
201;0.19698;0;0.475;3.275;4.245
202;0.19796;0;0.475;3.275;4.255
203;0.19894;0;0.475;3.265;4.255
204;0.19992;0;0.475;3.265;4.255
205;0.2009;0;0.485;3.255;4.255
206;0.20188;0;0.485;3.255;4.265
207;0.20286;0;0.485;3.245;4.265
208;0.20384;0;0.485;3.245;4.265
209;0.20482;0;0.485;3.235;4.275
210;0.2058;0;0.495;3.235;4.275
211;0.20678;0;0.495;3.235;4.275
212;0.20776;0;0.495;3.225;4.275
213;0.20874;0;0.495;3.225;4.285
214;0.20972;0;0.505;3.215;4.285
215;0.2107;0;0.505;3.215;4.285
216;0.21168;0;0.505;3.205;4.285
217;0.21266;0;0.505;3.205;4.295
218;0.21364;0;0.505;3.195;4.295
219;0.21462;0;0.515;3.195;4.295
220;0.2156;0;0.515;3.185;4.295
221;0.21658;0;0.515;3.185;4.305
222;0.21756;0;0.515;3.175;4.305
223;0.21854;0;0.515;3.175;4.305
224;0.21952;0;0.525;3.165;4.315
225;0.2205;0;0.525;3.165;4.315
226;0.22148;0;0.525;3.155;4.315
227;0.22246;0;0.525;3.155;4.315
228;0.22344;0;0.535;3.145;4.325
229;0.22442;0;0.535;3.145;4.325
230;0.2254;0;0.535;3.135;4.325
231;0.22638;0;0.535;3.135;4.325
232;0.22736;0;0.545;3.125;4.335
233;0.22834;0;0.545;3.125;4.335
234;0.22932;0;0.545;3.115;4.335
235;0.2303;0;0.545;3.115;4.335
236;0.23128;0;0.555;3.105;4.345
237;0.23226;0;0.555;3.105;4.345
238;0.23324;0;0.555;3.095;4.345
239;0.23422;0;0.555;3.095;4.355
240;0.2352;0;0.565;3.085;4.355
241;0.23618;0;0.565;3.075;4.355
242;0.23716;0;0.565;3.075;4.355
243;0.23814;0;0.575;3.065;4.365
244;0.23912;0;0.575;3.065;4.365
245;0.2401;0;0.575;3.055;4.365
246;0.24108;0;0.575;3.055;4.365
247;0.24206;0;0.585;3.045;4.375
248;0.24304;0;0.585;3.045;4.375
249;0.24402;0;0.585;3.035;4.375
250;0.245;0;0.595;3.025;4.375
251;0.24598;0;0.595;3.025;4.385
252;0.24696;0;0.595;3.015;4.385
253;0.24794;0;0.605;3.015;4.385
254;0.24892;0;0.605;3.005;4.395
255;0.2499;0;0.605;3.005;4.395
256;0.25088;0;0.605;2.995;4.395
257;0.25186;0;0.615;2.985;4.395
258;0.25284;0;0.615;2.985;4.405
259;0.25382;0;0.615;2.975;4.405
260;0.2548;0;0.625;2.975;4.405
261;0.25578;0;0.625;2.965;4.405
262;0.25676;0;0.625;2.955;4.415
263;0.25774;0;0.635;2.955;4.415
264;0.25872;0;0.635;2.945;4.415
265;0.2597;0;0.645;2.935;4.415
266;0.26068;0;0.645;2.935;4.425
267;0.26166;0;0.645;2.925;4.425
268;0.26264;0;0.655;2.925;4.425
269;0.26362;0;0.655;2.915;4.435
270;0.2646;0;0.655;2.905;4.435
271;0.26558;0;0.665;2.905;4.435
272;0.26656;0;0.665;2.895;4.435
273;0.26754;0;0.675;2.885;4.445
274;0.26852;0;0.675;2.885;4.445
275;0.2695;0;0.675;2.875;4.445
276;0.27048;0;0.685;2.865;4.445
277;0.27146;0;0.685;2.865;4.455
278;0.27244;0;0.695;2.855;4.455
279;0.27342;0;0.695;2.845;4.455
280;0.2744;0;0.695;2.835;4.465
281;0.27538;0;0.705;2.835;4.465
282;0.27636;0;0.705;2.825;4.465
283;0.27734;0;0.715;2.815;4.465
284;0.27832;0;0.715;2.805;4.475
285;0.2793;0;0.725;2.805;4.475
286;0.28028;0;0.725;2.795;4.475
287;0.28126;0;0.735;2.785;4.485
288;0.28224;0;0.735;2.775;4.485
289;0.28322;0;0.745;2.775;4.485
290;0.2842;0;0.745;2.765;4.485
291;0.28518;0;0.755;2.755;4.495
292;0.28616;0;0.755;2.745;4.495
293;0.28714;0;0.765;2.735;4.495
294;0.28812;0;0.765;2.735;4.505
295;0.2891;0;0.775;2.725;4.505
296;0.29008;0;0.775;2.715;4.505
297;0.29106;0;0.785;2.705;4.505
298;0.29204;0;0.795;2.695;4.515
299;0.29302;0;0.795;2.685;4.515
300;0.294;0;0.805;2.675;4.515
301;0.29498;0;0.805;2.675;4.525
302;0.29596;0;0.815;2.665;4.525
303;0.29694;0;0.825;2.655;4.525
304;0.29792;0;0.825;2.645;4.535
305;0.2989;0;0.835;2.635;4.535
306;0.29988;0;0.835;2.625;4.535
307;0.30086;0;0.845;2.615;4.535
308;0.30184;0;0.855;2.605;4.545
309;0.30282;0;0.865;2.595;4.545
310;0.3038;0;0.865;2.585;4.545
311;0.30478;0;0.875;2.575;4.555
312;0.30576;0;0.885;2.565;4.555
313;0.30674;0;0.885;2.555;4.555
314;0.30772;0;0.895;2.545;4.565
315;0.3087;0;0.905;2.535;4.565
316;0.30968;0;0.915;2.525;4.565
317;0.31066;0;0.925;2.505;4.565
318;0.31164;0;0.925;2.495;4.575
319;0.31262;0;0.935;2.485;4.575
320;0.3136;0;0.945;2.475;4.575
321;0.31458;0;0.955;2.465;4.585
322;0.31556;0;0.965;2.445;4.585
323;0.31654;0;0.975;2.435;4.585
324;0.31752;0;0.985;2.425;4.595
325;0.3185;0;0.995;2.405;4.595
326;0.31948;0;1.005;2.395;4.595
327;0.32046;0;1.015;2.385;4.605
328;0.32144;0;1.025;2.365;4.605
329;0.32242;0;1.035;2.355;4.605
330;0.3234;0;1.055;2.335;4.615
331;0.32438;0;1.065;2.325;4.615
332;0.32536;0;1.075;2.305;4.615
333;0.32634;0;1.085;2.295;4.625
334;0.32732;0;1.105;2.275;4.625
335;0.3283;0;1.115;2.255;4.625
336;0.32928;0;1.125;2.235;4.635
337;0.33026;0;1.145;2.225;4.635
338;0.33124;0;1.165;2.205;4.635
339;0.33222;0;1.175;2.185;4.645
340;0.3332;0;1.195;2.155;4.645
341;0.33418;0;1.215;2.135;4.645
342;0.33516;0;1.235;2.115;4.655
343;0.33614;0;1.255;2.095;4.655
344;0.33712;0;1.275;2.065;4.655
345;0.3381;0;1.305;2.035;4.665
346;0.33908;0;1.325;2.005;4.665
347;0.34006;0;1.355;1.975;4.665
348;0.34104;0;1.395;1.935;4.675
349;0.34202;0;1.425;1.895;4.675
350;0.343;0;1.475;1.845;4.685
351;0.34398;0;1.545;1.765;4.685
352;0.34496;4.685;0;0;0
353;0.34594;4.695;0;0;0
354;0.34692;4.695;0;0;0
355;0.3479;4.695;0;0;0
356;0.34888;4.705;0;0;0
357;0.34986;4.705;0;0;0
358;0.35084;4.705;0;0;0
359;0.35182;4.715;0;0;0
360;0.3528;4.715;0;0;0
361;0.35378;4.725;0;0;0
362;0.35476;4.725;0;0;0
363;0.35574;4.725;0;0;0
364;0.35672;4.735;0;0;0
365;0.3577;4.735;0;0;0
366;0.35868;4.745;0;0;0
367;0.35966;4.745;0;0;0
368;0.36064;4.745;0;0;0
369;0.36162;4.755;0;0;0
370;0.3626;4.755;0;0;0
371;0.36358;4.765;0;0;0
372;0.36456;4.765;0;0;0
373;0.36554;4.765;0;0;0
374;0.36652;4.775;0;0;0
375;0.3675;4.775;0;0;0
376;0.36848;4.785;0;0;0
377;0.36946;4.785;0;0;0
378;0.37044;4.795;0;0;0
379;0.37142;4.795;0;0;0
380;0.3724;4.795;0;0;0
381;0.37338;4.805;0;0;0
382;0.37436;4.805;0;0;0
383;0.37534;4.815;0;0;0
384;0.37632;4.815;0;0;0
385;0.3773;4.825;0;0;0
386;0.37828;4.825;0;0;0
387;0.37926;4.835;0;0;0
388;0.38024;4.835;0;0;0
389;0.38122;4.845;0;0;0
390;0.3822;4.845;0;0;0
391;0.38318;4.855;0;0;0
392;0.38416;4.855;0;0;0
393;0.38514;4.855;0;0;0
394;0.38612;4.865;0;0;0
395;0.3871;4.865;0;0;0
396;0.38808;4.875;0;0;0
397;0.38906;4.875;0;0;0
398;0.39004;4.885;0;0;0
399;0.39102;4.895;0;0;0
400;0.392;4.895;0;0;0
401;0.39298;4.905;0;0;0
402;0.39396;4.905;0;0;0
403;0.39494;4.915;0;0;0
404;0.39592;4.915;0;0;0
405;0.3969;4.925;0;0;0
406;0.39788;4.925;0;0;0
407;0.39886;4.935;0;0;0
408;0.39984;4.935;0;0;0
409;0.40082;4.945;0;0;0
410;0.4018;4.945;0;0;0
411;0.40278;4.955;0;0;0
412;0.40376;4.965;0;0;0
413;0.40474;4.965;0;0;0
414;0.40572;4.975;0;0;0
415;0.4067;4.975;0;0;0
416;0.40768;4.985;0;0;0
417;0.40866;4.995;0;0;0
418;0.40964;4.995;0;0;0
419;0.41062;5.005;0;0;0
420;0.4116;5.015;0;0;0
421;0.41258;5.015;0;0;0
422;0.41356;5.025;0;0;0
423;0.41454;5.025;0;0;0
424;0.41552;5.035;0;0;0
425;0.4165;5.045;0;0;0
426;0.41748;5.055;0;0;0
427;0.41846;5.055;0;0;0
428;0.41944;5.065;0;0;0
429;0.42042;5.075;0;0;0
430;0.4214;5.075;0;0;0
431;0.42238;5.085;0;0;0
432;0.42336;5.095;0;0;0
433;0.42434;5.105;0;0;0
434;0.42532;5.105;0;0;0
435;0.4263;5.115;0;0;0
436;0.42728;5.125;0;0;0
437;0.42826;5.135;0;0;0
438;0.42924;5.135;0;0;0
439;0.43022;5.145;0;0;0
440;0.4312;5.155;0;0;0
441;0.43218;5.165;0;0;0
442;0.43316;5.175;0;0;0
443;0.43414;5.185;0;0;0
444;0.43512;5.195;0;0;0
445;0.4361;5.195;0;0;0
446;0.43708;5.205;0;0;0
447;0.43806;5.215;0;0;0
448;0.43904;5.225;0;0;0
449;0.44002;5.235;0;0;0
450;0.441;5.245;0;0;0
451;0.44198;5.255;0;0;0
452;0.44296;5.265;0;0;0
453;0.44394;5.275;0;0;0
454;0.44492;5.285;0;0;0
455;0.4459;5.295;0;0;0
456;0.44688;5.315;0;0;0
457;0.44786;5.325;0;0;0
458;0.44884;5.335;0;0;0
459;0.44982;5.345;0;0;0
460;0.4508;5.355;0;0;0
461;0.45178;5.365;0;0;0
462;0.45276;5.385;0;0;0
463;0.45374;5.395;0;0;0
464;0.45472;5.405;0;0;0
465;0.4557;5.425;0;0;0
466;0.45668;5.435;0;0;0
467;0.45766;5.445;0;0;0
468;0.45864;5.465;0;0;0
469;0.45962;5.475;0;0;0
470;0.4606;5.495;0;0;0
471;0.46158;5.505;0;0;0
472;0.46256;5.525;0;0;0
473;0.46354;5.545;0;0;0
474;0.46452;5.555;0;0;0
475;0.4655;5.575;0;0;0
476;0.46648;5.595;0;0;0
477;0.46746;5.615;0;0;0
478;0.46844;5.635;0;0;0
479;0.46942;5.655;0;0;0
480;0.4704;5.675;0;0;0
481;0.47138;5.695;0;0;0
482;0.47236;5.715;0;0;0
483;0.47334;5.735;0;0;0
484;0.47432;5.765;0;0;0
485;0.4753;5.785;0;0;0
486;0.47628;5.815;0;0;0
487;0.47726;5.845;0;0;0
488;0.47824;5.875;0;0;0
489;0.47922;5.905;0;0;0
490;0.4802;5.935;0;0;0
491;0.48118;5.965;0;0;0
492;0.48216;6.005;0;0;0
493;0.48314;6.035;0;0;0
494;0.48412;6.075;0;0;0
495;0.4851;6.115;0;0;0
496;0.48608;6.165;0;0;0
497;0.48706;6.215;0;0;0
498;0.48804;6.265;0;0;0
499;0.48902;6.325;0;0;0
500;0.49;6.385;0;0;0
